driver_id,team_id,race_name,year,compound,stint_start_lap,tyre_life,is_valid
VER,red_bull,Bahrain Grand Prix,2022,C3,1.0,17.0,1
VER,red_bull,Bahrain Grand Prix,2022,C3,15.0,16.0,1
VER,red_bull,Bahrain Grand Prix,2022,C2,31.0,13.0,1
VER,red_bull,Bahrain Grand Prix,2022,C3,44.0,14.0,1
GAS,alphatauri,Bahrain Grand Prix,2022,C3,1.0,17.0,1
GAS,alphatauri,Bahrain Grand Prix,2022,C2,15.0,18.0,1
GAS,alphatauri,Bahrain Grand Prix,2022,C1,33.0,13.0,1
PER,red_bull,Bahrain Grand Prix,2022,C3,1.0,18.0,1
PER,red_bull,Bahrain Grand Prix,2022,C2,16.0,18.0,1
PER,red_bull,Bahrain Grand Prix,2022,C3,34.0,13.0,1
PER,red_bull,Bahrain Grand Prix,2022,C3,44.0,17.0,1
ALO,alpine,Bahrain Grand Prix,2022,C3,1.0,14.0,1
ALO,alpine,Bahrain Grand Prix,2022,C2,12.0,14.0,1
ALO,alpine,Bahrain Grand Prix,2022,C1,26.0,17.0,1
ALO,alpine,Bahrain Grand Prix,2022,C3,43.0,15.0,1
LEC,ferrari,Bahrain Grand Prix,2022,C3,1.0,15.0,1
LEC,ferrari,Bahrain Grand Prix,2022,C3,16.0,19.0,1
LEC,ferrari,Bahrain Grand Prix,2022,C2,32.0,15.0,1
LEC,ferrari,Bahrain Grand Prix,2022,C3,47.0,14.0,1
STR,aston_martin,Bahrain Grand Prix,2022,C3,1.0,18.0,1
STR,aston_martin,Bahrain Grand Prix,2022,C3,19.0,20.0,1
STR,aston_martin,Bahrain Grand Prix,2022,C2,39.0,7.0,1
STR,aston_martin,Bahrain Grand Prix,2022,C3,46.0,12.0,1
MAG,haas,Bahrain Grand Prix,2022,C3,1.0,14.0,1
MAG,haas,Bahrain Grand Prix,2022,C3,15.0,23.0,1
MAG,haas,Bahrain Grand Prix,2022,C2,35.0,12.0,1
MAG,haas,Bahrain Grand Prix,2022,C3,47.0,14.0,1
TSU,alphatauri,Bahrain Grand Prix,2022,C3,1.0,15.0,1
TSU,alphatauri,Bahrain Grand Prix,2022,C2,16.0,14.0,1
TSU,alphatauri,Bahrain Grand Prix,2022,C3,30.0,15.0,1
TSU,alphatauri,Bahrain Grand Prix,2022,C3,45.0,16.0,1
ALB,williams,Bahrain Grand Prix,2022,C3,1.0,13.0,1
ALB,williams,Bahrain Grand Prix,2022,C2,14.0,22.0,1
ALB,williams,Bahrain Grand Prix,2022,C2,36.0,13.0,1
ALB,williams,Bahrain Grand Prix,2022,C3,47.0,14.0,1
ZHO,alfa,Bahrain Grand Prix,2022,C3,1.0,15.0,1
ZHO,alfa,Bahrain Grand Prix,2022,C2,16.0,22.0,1
ZHO,alfa,Bahrain Grand Prix,2022,C2,38.0,8.0,1
ZHO,alfa,Bahrain Grand Prix,2022,C3,46.0,15.0,1
HUL,aston_martin,Bahrain Grand Prix,2022,C3,1.0,19.0,1
HUL,aston_martin,Bahrain Grand Prix,2022,C3,20.0,18.0,1
HUL,aston_martin,Bahrain Grand Prix,2022,C2,38.0,7.0,1
HUL,aston_martin,Bahrain Grand Prix,2022,C3,45.0,13.0,1
RIC,mclaren,Bahrain Grand Prix,2022,C2,1.0,17.0,1
RIC,mclaren,Bahrain Grand Prix,2022,C3,18.0,16.0,1
RIC,mclaren,Bahrain Grand Prix,2022,C1,34.0,11.0,1
RIC,mclaren,Bahrain Grand Prix,2022,C3,45.0,13.0,1
OCO,alpine,Bahrain Grand Prix,2022,C3,1.0,14.0,1
OCO,alpine,Bahrain Grand Prix,2022,C2,15.0,16.0,1
OCO,alpine,Bahrain Grand Prix,2022,C1,31.0,13.0,1
OCO,alpine,Bahrain Grand Prix,2022,C3,44.0,17.0,1
NOR,mclaren,Bahrain Grand Prix,2022,C2,1.0,24.0,1
NOR,mclaren,Bahrain Grand Prix,2022,C1,25.0,17.0,1
NOR,mclaren,Bahrain Grand Prix,2022,C3,42.0,4.0,1
NOR,mclaren,Bahrain Grand Prix,2022,C3,46.0,15.0,1
HAM,mercedes,Bahrain Grand Prix,2022,C3,1.0,13.0,1
HAM,mercedes,Bahrain Grand Prix,2022,C1,12.0,17.0,1
HAM,mercedes,Bahrain Grand Prix,2022,C2,28.0,17.0,1
HAM,mercedes,Bahrain Grand Prix,2022,C3,45.0,16.0,1
MSC,haas,Bahrain Grand Prix,2022,C3,1.0,12.0,1
MSC,haas,Bahrain Grand Prix,2022,C2,13.0,23.0,1
MSC,haas,Bahrain Grand Prix,2022,C3,36.0,24.0,1
SAI,ferrari,Bahrain Grand Prix,2022,C3,1.0,17.0,1
SAI,ferrari,Bahrain Grand Prix,2022,C3,15.0,19.0,1
SAI,ferrari,Bahrain Grand Prix,2022,C2,34.0,11.0,1
SAI,ferrari,Bahrain Grand Prix,2022,C3,45.0,16.0,1
LAT,williams,Bahrain Grand Prix,2022,C3,1.0,14.0,1
LAT,williams,Bahrain Grand Prix,2022,C3,15.0,18.0,1
LAT,williams,Bahrain Grand Prix,2022,C2,33.0,13.0,1
LAT,williams,Bahrain Grand Prix,2022,C3,46.0,15.0,1
RUS,mercedes,Bahrain Grand Prix,2022,C3,1.0,18.0,1
RUS,mercedes,Bahrain Grand Prix,2022,C1,16.0,19.0,1
RUS,mercedes,Bahrain Grand Prix,2022,C2,34.0,12.0,1
RUS,mercedes,Bahrain Grand Prix,2022,C3,46.0,14.0,1
BOT,alfa,Bahrain Grand Prix,2022,C3,1.0,17.0,1
BOT,alfa,Bahrain Grand Prix,2022,C2,15.0,22.0,1
BOT,alfa,Bahrain Grand Prix,2022,C2,37.0,9.0,1
VER,red_bull,Saudi Arabian Grand Prix,2022,C3,1.0,16.0,1
VER,red_bull,Saudi Arabian Grand Prix,2022,C2,17.0,34.0,1
GAS,alphatauri,Saudi Arabian Grand Prix,2022,C3,1.0,15.0,1
GAS,alphatauri,Saudi Arabian Grand Prix,2022,C2,16.0,35.0,1
PER,red_bull,Saudi Arabian Grand Prix,2022,C3,1.0,15.0,1
PER,red_bull,Saudi Arabian Grand Prix,2022,C2,16.0,35.0,1
ALO,alpine,Saudi Arabian Grand Prix,2022,C3,1.0,16.0,1
ALO,alpine,Saudi Arabian Grand Prix,2022,C2,17.0,20.0,1
LEC,ferrari,Saudi Arabian Grand Prix,2022,C3,1.0,16.0,1
LEC,ferrari,Saudi Arabian Grand Prix,2022,C2,17.0,34.0,1
STR,aston_martin,Saudi Arabian Grand Prix,2022,C3,1.0,14.0,1
STR,aston_martin,Saudi Arabian Grand Prix,2022,C2,14.0,37.0,1
MAG,haas,Saudi Arabian Grand Prix,2022,C2,1.0,39.0,1
MAG,haas,Saudi Arabian Grand Prix,2022,C3,38.0,15.0,1
ALB,williams,Saudi Arabian Grand Prix,2022,C3,1.0,13.0,1
ALB,williams,Saudi Arabian Grand Prix,2022,C2,14.0,35.0,1
ZHO,alfa,Saudi Arabian Grand Prix,2022,C3,1.0,16.0,1
ZHO,alfa,Saudi Arabian Grand Prix,2022,C2,17.0,34.0,1
HUL,aston_martin,Saudi Arabian Grand Prix,2022,C2,1.0,38.0,1
HUL,aston_martin,Saudi Arabian Grand Prix,2022,C3,38.0,14.0,1
RIC,mclaren,Saudi Arabian Grand Prix,2022,C3,1.0,8.0,1
RIC,mclaren,Saudi Arabian Grand Prix,2022,C2,9.0,28.0,1
OCO,alpine,Saudi Arabian Grand Prix,2022,C3,1.0,16.0,1
OCO,alpine,Saudi Arabian Grand Prix,2022,C2,17.0,34.0,1
NOR,mclaren,Saudi Arabian Grand Prix,2022,C3,1.0,16.0,1
NOR,mclaren,Saudi Arabian Grand Prix,2022,C2,17.0,34.0,1
HAM,mercedes,Saudi Arabian Grand Prix,2022,C2,1.0,41.0,1
HAM,mercedes,Saudi Arabian Grand Prix,2022,C3,41.0,10.0,1
SAI,ferrari,Saudi Arabian Grand Prix,2022,C3,1.0,16.0,1
SAI,ferrari,Saudi Arabian Grand Prix,2022,C2,17.0,34.0,1
LAT,williams,Saudi Arabian Grand Prix,2022,C3,1.0,15.0,1
RUS,mercedes,Saudi Arabian Grand Prix,2022,C3,1.0,16.0,1
RUS,mercedes,Saudi Arabian Grand Prix,2022,C2,17.0,34.0,1
BOT,alfa,Saudi Arabian Grand Prix,2022,C3,1.0,16.0,1
BOT,alfa,Saudi Arabian Grand Prix,2022,C2,17.0,19.0,1
VER,red_bull,Australian Grand Prix,2022,C3,1.0,18.0,1
VER,red_bull,Australian Grand Prix,2022,C2,19.0,21.0,1
GAS,alphatauri,Australian Grand Prix,2022,C3,1.0,21.0,1
GAS,alphatauri,Australian Grand Prix,2022,C2,22.0,37.0,1
PER,red_bull,Australian Grand Prix,2022,C3,1.0,20.0,1
PER,red_bull,Australian Grand Prix,2022,C2,21.0,38.0,1
ALO,alpine,Australian Grand Prix,2022,C2,1.0,39.0,1
ALO,alpine,Australian Grand Prix,2022,C3,40.0,14.0,1
ALO,alpine,Australian Grand Prix,2022,C3,54.0,4.0,1
LEC,ferrari,Australian Grand Prix,2022,C3,1.0,22.0,1
LEC,ferrari,Australian Grand Prix,2022,C2,23.0,36.0,1
STR,aston_martin,Australian Grand Prix,2022,C2,1.0,4.0,1
STR,aston_martin,Australian Grand Prix,2022,C3,4.0,3.0,1
STR,aston_martin,Australian Grand Prix,2022,C2,5.0,19.0,1
STR,aston_martin,Australian Grand Prix,2022,C2,24.0,39.0,1
MAG,haas,Australian Grand Prix,2022,C2,1.0,39.0,1
MAG,haas,Australian Grand Prix,2022,C3,40.0,20.0,1
TSU,alphatauri,Australian Grand Prix,2022,C3,1.0,18.0,1
TSU,alphatauri,Australian Grand Prix,2022,C2,19.0,39.0,1
ALB,williams,Australian Grand Prix,2022,C2,1.0,57.0,1
ALB,williams,Australian Grand Prix,2022,C5,58.0,1.0,1
ZHO,alfa,Australian Grand Prix,2022,C3,1.0,21.0,1
ZHO,alfa,Australian Grand Prix,2022,C2,22.0,37.0,1
RIC,mclaren,Australian Grand Prix,2022,C3,1.0,21.0,1
RIC,mclaren,Australian Grand Prix,2022,C2,22.0,37.0,1
OCO,alpine,Australian Grand Prix,2022,C3,1.0,17.0,1
OCO,alpine,Australian Grand Prix,2022,C2,18.0,41.0,1
NOR,mclaren,Australian Grand Prix,2022,C3,1.0,20.0,1
NOR,mclaren,Australian Grand Prix,2022,C2,21.0,38.0,1
HAM,mercedes,Australian Grand Prix,2022,C3,1.0,22.0,1
HAM,mercedes,Australian Grand Prix,2022,C2,23.0,36.0,1
MSC,haas,Australian Grand Prix,2022,C3,1.0,16.0,1
MSC,haas,Australian Grand Prix,2022,C2,15.0,43.0,1
VET,aston_martin,Australian Grand Prix,2022,C2,1.0,24.0,1
SAI,ferrari,Australian Grand Prix,2022,C2,1.0,2.0,1
LAT,williams,Australian Grand Prix,2022,C3,1.0,13.0,1
LAT,williams,Australian Grand Prix,2022,C2,14.0,11.0,1
LAT,williams,Australian Grand Prix,2022,C2,24.0,34.0,1
RUS,mercedes,Australian Grand Prix,2022,C3,1.0,23.0,1
RUS,mercedes,Australian Grand Prix,2022,C2,24.0,35.0,1
BOT,alfa,Australian Grand Prix,2022,C3,1.0,22.0,1
VER,red_bull,Emilia Romagna Grand Prix,2022,0,1.0,19.0,0
VER,red_bull,Emilia Romagna Grand Prix,2022,C3,20.0,32.0,1
VER,red_bull,Emilia Romagna Grand Prix,2022,C4,52.0,12.0,1
PER,red_bull,Emilia Romagna Grand Prix,2022,0,1.0,18.0,0
PER,red_bull,Emilia Romagna Grand Prix,2022,C3,19.0,32.0,1
PER,red_bull,Emilia Romagna Grand Prix,2022,C4,51.0,13.0,1
NOR,mclaren,Emilia Romagna Grand Prix,2022,0,1.0,19.0,0
NOR,mclaren,Emilia Romagna Grand Prix,2022,C3,20.0,44.0,1
RUS,mercedes,Emilia Romagna Grand Prix,2022,0,1.0,18.0,0
RUS,mercedes,Emilia Romagna Grand Prix,2022,C3,19.0,45.0,1
BOT,alfa,Emilia Romagna Grand Prix,2022,0,1.0,18.0,0
BOT,alfa,Emilia Romagna Grand Prix,2022,C3,19.0,45.0,1
LEC,ferrari,Emilia Romagna Grand Prix,2022,0,1.0,19.0,0
LEC,ferrari,Emilia Romagna Grand Prix,2022,C3,20.0,30.0,1
LEC,ferrari,Emilia Romagna Grand Prix,2022,C4,50.0,4.0,1
LEC,ferrari,Emilia Romagna Grand Prix,2022,C4,54.0,10.0,1
TSU,alphatauri,Emilia Romagna Grand Prix,2022,0,1.0,18.0,0
TSU,alphatauri,Emilia Romagna Grand Prix,2022,C3,19.0,45.0,1
VET,aston_martin,Emilia Romagna Grand Prix,2022,0,1.0,17.0,0
VET,aston_martin,Emilia Romagna Grand Prix,2022,C3,18.0,48.0,1
MAG,haas,Emilia Romagna Grand Prix,2022,0,1.0,18.0,0
MAG,haas,Emilia Romagna Grand Prix,2022,C3,19.0,47.0,1
STR,aston_martin,Emilia Romagna Grand Prix,2022,0,1.0,18.0,0
STR,aston_martin,Emilia Romagna Grand Prix,2022,C3,19.0,46.0,1
ALB,williams,Emilia Romagna Grand Prix,2022,0,1.0,17.0,0
ALB,williams,Emilia Romagna Grand Prix,2022,C3,18.0,45.0,1
GAS,alphatauri,Emilia Romagna Grand Prix,2022,0,1.0,17.0,0
GAS,alphatauri,Emilia Romagna Grand Prix,2022,C3,18.0,45.0,1
HAM,mercedes,Emilia Romagna Grand Prix,2022,0,1.0,18.0,0
HAM,mercedes,Emilia Romagna Grand Prix,2022,C3,19.0,44.0,1
OCO,alpine,Emilia Romagna Grand Prix,2022,0,1.0,18.0,0
OCO,alpine,Emilia Romagna Grand Prix,2022,C3,19.0,44.0,1
ZHO,alfa,Emilia Romagna Grand Prix,2022,0,1.0,18.0,0
ZHO,alfa,Emilia Romagna Grand Prix,2022,C3,19.0,44.0,1
LAT,williams,Emilia Romagna Grand Prix,2022,0,1.0,18.0,0
LAT,williams,Emilia Romagna Grand Prix,2022,C3,19.0,44.0,1
MSC,haas,Emilia Romagna Grand Prix,2022,0,1.0,18.0,0
MSC,haas,Emilia Romagna Grand Prix,2022,C3,19.0,36.0,1
MSC,haas,Emilia Romagna Grand Prix,2022,C4,53.0,10.0,1
RIC,mclaren,Emilia Romagna Grand Prix,2022,0,1.0,16.0,0
RIC,mclaren,Emilia Romagna Grand Prix,2022,C3,17.0,14.0,1
RIC,mclaren,Emilia Romagna Grand Prix,2022,C2,31.0,32.0,1
ALO,alpine,Emilia Romagna Grand Prix,2022,0,1.0,6.0,0
VER,red_bull,Miami Grand Prix,2022,C3,1.0,26.0,1
VER,red_bull,Miami Grand Prix,2022,C2,27.0,31.0,1
GAS,alphatauri,Miami Grand Prix,2022,C3,1.0,16.0,1
GAS,alphatauri,Miami Grand Prix,2022,C2,17.0,24.0,1
GAS,alphatauri,Miami Grand Prix,2022,C4,41.0,8.0,1
PER,red_bull,Miami Grand Prix,2022,C3,1.0,27.0,1
PER,red_bull,Miami Grand Prix,2022,C2,28.0,14.0,1
PER,red_bull,Miami Grand Prix,2022,C3,42.0,16.0,1
ALO,alpine,Miami Grand Prix,2022,C3,1.0,15.0,1
ALO,alpine,Miami Grand Prix,2022,C2,16.0,43.0,1
LEC,ferrari,Miami Grand Prix,2022,C3,1.0,24.0,1
LEC,ferrari,Miami Grand Prix,2022,C2,25.0,33.0,1
STR,aston_martin,Miami Grand Prix,2022,C2,1.0,42.0,1
STR,aston_martin,Miami Grand Prix,2022,C3,41.0,19.0,1
MAG,haas,Miami Grand Prix,2022,C3,1.0,12.0,1
MAG,haas,Miami Grand Prix,2022,C2,13.0,30.0,1
MAG,haas,Miami Grand Prix,2022,C3,43.0,15.0,1
TSU,alphatauri,Miami Grand Prix,2022,C3,1.0,11.0,1
TSU,alphatauri,Miami Grand Prix,2022,C2,12.0,30.0,1
TSU,alphatauri,Miami Grand Prix,2022,C4,42.0,19.0,1
ALB,williams,Miami Grand Prix,2022,C3,1.0,16.0,1
ALB,williams,Miami Grand Prix,2022,C2,17.0,41.0,1
ZHO,alfa,Miami Grand Prix,2022,C3,1.0,6.0,1
RIC,mclaren,Miami Grand Prix,2022,C3,1.0,30.0,1
RIC,mclaren,Miami Grand Prix,2022,C2,31.0,11.0,1
RIC,mclaren,Miami Grand Prix,2022,C4,42.0,16.0,1
OCO,alpine,Miami Grand Prix,2022,C2,1.0,41.0,1
OCO,alpine,Miami Grand Prix,2022,C4,42.0,16.0,1
NOR,mclaren,Miami Grand Prix,2022,C3,1.0,18.0,1
NOR,mclaren,Miami Grand Prix,2022,C2,19.0,22.0,1
HAM,mercedes,Miami Grand Prix,2022,C3,1.0,22.0,1
HAM,mercedes,Miami Grand Prix,2022,C2,23.0,35.0,1
MSC,haas,Miami Grand Prix,2022,C3,1.0,14.0,1
MSC,haas,Miami Grand Prix,2022,C2,15.0,40.0,1
MSC,haas,Miami Grand Prix,2022,C3,55.0,3.0,1
VET,aston_martin,Miami Grand Prix,2022,C2,1.0,43.0,1
VET,aston_martin,Miami Grand Prix,2022,C3,42.0,15.0,1
SAI,ferrari,Miami Grand Prix,2022,C3,1.0,27.0,1
SAI,ferrari,Miami Grand Prix,2022,C2,28.0,30.0,1
LAT,williams,Miami Grand Prix,2022,C2,1.0,34.0,1
LAT,williams,Miami Grand Prix,2022,C3,35.0,23.0,1
RUS,mercedes,Miami Grand Prix,2022,C2,1.0,40.0,1
RUS,mercedes,Miami Grand Prix,2022,C3,41.0,17.0,1
BOT,alfa,Miami Grand Prix,2022,C3,1.0,26.0,1
VER,red_bull,Spanish Grand Prix,2022,C3,1.0,16.0,1
VER,red_bull,Spanish Grand Prix,2022,C2,14.0,15.0,1
VER,red_bull,Spanish Grand Prix,2022,C3,29.0,19.0,1
VER,red_bull,Spanish Grand Prix,2022,C2,45.0,22.0,1
PER,red_bull,Spanish Grand Prix,2022,C3,1.0,20.0,1
PER,red_bull,Spanish Grand Prix,2022,C2,18.0,20.0,1
PER,red_bull,Spanish Grand Prix,2022,C2,38.0,16.0,1
PER,red_bull,Spanish Grand Prix,2022,C3,54.0,16.0,1
RUS,mercedes,Spanish Grand Prix,2022,C3,1.0,16.0,1
RUS,mercedes,Spanish Grand Prix,2022,C2,14.0,23.0,1
RUS,mercedes,Spanish Grand Prix,2022,C2,37.0,15.0,1
RUS,mercedes,Spanish Grand Prix,2022,C3,52.0,17.0,1
SAI,ferrari,Spanish Grand Prix,2022,C3,1.0,13.0,1
SAI,ferrari,Spanish Grand Prix,2022,C2,11.0,21.0,1
SAI,ferrari,Spanish Grand Prix,2022,C2,32.0,14.0,1
SAI,ferrari,Spanish Grand Prix,2022,C3,46.0,24.0,1
HAM,mercedes,Spanish Grand Prix,2022,C2,1.0,1.0,1
HAM,mercedes,Spanish Grand Prix,2022,C3,2.0,23.0,1
HAM,mercedes,Spanish Grand Prix,2022,C2,23.0,26.0,1
HAM,mercedes,Spanish Grand Prix,2022,C3,49.0,21.0,1
BOT,alfa,Spanish Grand Prix,2022,C3,1.0,17.0,1
BOT,alfa,Spanish Grand Prix,2022,C2,15.0,20.0,1
BOT,alfa,Spanish Grand Prix,2022,C2,35.0,32.0,1
OCO,alpine,Spanish Grand Prix,2022,C3,1.0,13.0,1
OCO,alpine,Spanish Grand Prix,2022,C2,14.0,22.0,1
OCO,alpine,Spanish Grand Prix,2022,C3,36.0,20.0,1
OCO,alpine,Spanish Grand Prix,2022,C3,53.0,17.0,1
NOR,mclaren,Spanish Grand Prix,2022,C3,1.0,12.0,1
NOR,mclaren,Spanish Grand Prix,2022,C2,13.0,21.0,1
NOR,mclaren,Spanish Grand Prix,2022,C3,34.0,21.0,1
NOR,mclaren,Spanish Grand Prix,2022,C3,52.0,18.0,1
ALO,alpine,Spanish Grand Prix,2022,C3,1.0,10.0,1
ALO,alpine,Spanish Grand Prix,2022,C2,11.0,21.0,1
ALO,alpine,Spanish Grand Prix,2022,C3,32.0,22.0,1
ALO,alpine,Spanish Grand Prix,2022,C3,54.0,14.0,1
TSU,alphatauri,Spanish Grand Prix,2022,C3,1.0,11.0,1
TSU,alphatauri,Spanish Grand Prix,2022,C2,12.0,21.0,1
TSU,alphatauri,Spanish Grand Prix,2022,C3,33.0,23.0,1
TSU,alphatauri,Spanish Grand Prix,2022,C3,53.0,16.0,1
VET,aston_martin,Spanish Grand Prix,2022,C3,1.0,24.0,1
VET,aston_martin,Spanish Grand Prix,2022,C3,22.0,24.0,1
VET,aston_martin,Spanish Grand Prix,2022,C2,43.0,24.0,1
RIC,mclaren,Spanish Grand Prix,2022,C3,1.0,14.0,1
RIC,mclaren,Spanish Grand Prix,2022,C3,12.0,23.0,1
RIC,mclaren,Spanish Grand Prix,2022,C2,32.0,17.0,1
RIC,mclaren,Spanish Grand Prix,2022,C3,49.0,20.0,1
GAS,alphatauri,Spanish Grand Prix,2022,C3,1.0,10.0,1
GAS,alphatauri,Spanish Grand Prix,2022,C2,11.0,19.0,1
GAS,alphatauri,Spanish Grand Prix,2022,C3,30.0,20.0,1
GAS,alphatauri,Spanish Grand Prix,2022,C3,47.0,22.0,1
MSC,haas,Spanish Grand Prix,2022,C3,1.0,14.0,1
MSC,haas,Spanish Grand Prix,2022,C3,13.0,21.0,1
MSC,haas,Spanish Grand Prix,2022,C2,31.0,35.0,1
STR,aston_martin,Spanish Grand Prix,2022,C3,1.0,17.0,1
STR,aston_martin,Spanish Grand Prix,2022,C3,15.0,16.0,1
STR,aston_martin,Spanish Grand Prix,2022,C2,28.0,20.0,1
STR,aston_martin,Spanish Grand Prix,2022,C3,47.0,19.0,1
LAT,williams,Spanish Grand Prix,2022,C3,1.0,12.0,1
LAT,williams,Spanish Grand Prix,2022,C2,13.0,14.0,1
LAT,williams,Spanish Grand Prix,2022,C3,27.0,24.0,1
LAT,williams,Spanish Grand Prix,2022,C3,51.0,17.0,1
MAG,haas,Spanish Grand Prix,2022,C3,1.0,3.0,1
MAG,haas,Spanish Grand Prix,2022,C2,2.0,28.0,1
MAG,haas,Spanish Grand Prix,2022,C1,30.0,35.0,1
ALB,williams,Spanish Grand Prix,2022,C3,1.0,11.0,1
ALB,williams,Spanish Grand Prix,2022,C2,12.0,14.0,1
ALB,williams,Spanish Grand Prix,2022,C3,26.0,20.0,1
ALB,williams,Spanish Grand Prix,2022,C2,46.0,9.0,1
ALB,williams,Spanish Grand Prix,2022,C3,55.0,13.0,1
ZHO,alfa,Spanish Grand Prix,2022,C3,1.0,10.0,1
ZHO,alfa,Spanish Grand Prix,2022,C2,11.0,18.0,1
LEC,ferrari,Spanish Grand Prix,2022,C3,1.0,21.0,1
VER,red_bull,Monaco Grand Prix,2022,0,1.0,22.0,0
VER,red_bull,Monaco Grand Prix,2022,C3,23.0,8.0,1
VER,red_bull,Monaco Grand Prix,2022,C4,31.0,34.0,1
GAS,alphatauri,Monaco Grand Prix,2022,0,1.0,2.0,0
GAS,alphatauri,Monaco Grand Prix,2022,C3,3.0,28.0,1
GAS,alphatauri,Monaco Grand Prix,2022,C3,31.0,42.0,1
PER,red_bull,Monaco Grand Prix,2022,0,1.0,22.0,0
PER,red_bull,Monaco Grand Prix,2022,C3,23.0,8.0,1
PER,red_bull,Monaco Grand Prix,2022,C4,31.0,34.0,1
ALO,alpine,Monaco Grand Prix,2022,C3,1.0,30.0,1
ALO,alpine,Monaco Grand Prix,2022,C4,31.0,34.0,1
LEC,ferrari,Monaco Grand Prix,2022,0,1.0,21.0,0
LEC,ferrari,Monaco Grand Prix,2022,C3,22.0,43.0,1
STR,aston_martin,Monaco Grand Prix,2022,0,1.0,2.0,0
STR,aston_martin,Monaco Grand Prix,2022,C3,2.0,11.0,1
STR,aston_martin,Monaco Grand Prix,2022,C3,13.0,58.0,1
MAG,haas,Monaco Grand Prix,2022,0,1.0,20.0,0
TSU,alphatauri,Monaco Grand Prix,2022,0,1.0,6.0,0
TSU,alphatauri,Monaco Grand Prix,2022,C3,7.0,23.0,1
TSU,alphatauri,Monaco Grand Prix,2022,C4,30.0,27.0,1
TSU,alphatauri,Monaco Grand Prix,2022,C5,57.0,7.0,1
ALB,williams,Monaco Grand Prix,2022,C3,1.0,22.0,1
ALB,williams,Monaco Grand Prix,2022,C4,23.0,27.0,1
ZHO,alfa,Monaco Grand Prix,2022,C3,1.0,29.0,1
ZHO,alfa,Monaco Grand Prix,2022,C4,30.0,34.0,1
RIC,mclaren,Monaco Grand Prix,2022,C3,1.0,30.0,1
RIC,mclaren,Monaco Grand Prix,2022,C3,31.0,45.0,1
OCO,alpine,Monaco Grand Prix,2022,C3,1.0,30.0,1
OCO,alpine,Monaco Grand Prix,2022,C4,31.0,34.0,1
NOR,mclaren,Monaco Grand Prix,2022,0,1.0,22.0,0
NOR,mclaren,Monaco Grand Prix,2022,C3,23.0,29.0,1
NOR,mclaren,Monaco Grand Prix,2022,C4,52.0,13.0,1
HAM,mercedes,Monaco Grand Prix,2022,0,1.0,22.0,0
HAM,mercedes,Monaco Grand Prix,2022,C3,23.0,8.0,1
HAM,mercedes,Monaco Grand Prix,2022,C4,31.0,34.0,1
MSC,haas,Monaco Grand Prix,2022,0,1.0,4.0,0
MSC,haas,Monaco Grand Prix,2022,C3,5.0,21.0,1
VET,aston_martin,Monaco Grand Prix,2022,0,1.0,6.0,0
VET,aston_martin,Monaco Grand Prix,2022,C3,7.0,25.0,1
VET,aston_martin,Monaco Grand Prix,2022,C3,31.0,42.0,1
SAI,ferrari,Monaco Grand Prix,2022,C3,1.0,30.0,1
SAI,ferrari,Monaco Grand Prix,2022,C3,31.0,43.0,1
LAT,williams,Monaco Grand Prix,2022,0,1.0,1.0,0
LAT,williams,Monaco Grand Prix,2022,C3,2.0,1.0,1
LAT,williams,Monaco Grand Prix,2022,C4,3.0,61.0,1
RUS,mercedes,Monaco Grand Prix,2022,C3,1.0,30.0,1
RUS,mercedes,Monaco Grand Prix,2022,C4,31.0,34.0,1
BOT,alfa,Monaco Grand Prix,2022,C3,1.0,30.0,1
VER,red_bull,Azerbaijan Grand Prix,2022,C4,1.0,18.0,1
VER,red_bull,Azerbaijan Grand Prix,2022,C3,19.0,15.0,1
VER,red_bull,Azerbaijan Grand Prix,2022,C3,34.0,18.0,1
GAS,alphatauri,Azerbaijan Grand Prix,2022,C4,1.0,9.0,1
GAS,alphatauri,Azerbaijan Grand Prix,2022,C3,10.0,42.0,1
PER,red_bull,Azerbaijan Grand Prix,2022,C4,1.0,16.0,1
PER,red_bull,Azerbaijan Grand Prix,2022,C3,17.0,17.0,1
PER,red_bull,Azerbaijan Grand Prix,2022,C3,34.0,18.0,1
ALO,alpine,Azerbaijan Grand Prix,2022,C4,1.0,18.0,1
ALO,alpine,Azerbaijan Grand Prix,2022,C3,19.0,33.0,1
LEC,ferrari,Azerbaijan Grand Prix,2022,C4,1.0,9.0,1
LEC,ferrari,Azerbaijan Grand Prix,2022,C3,10.0,12.0,1
STR,aston_martin,Azerbaijan Grand Prix,2022,C3,1.0,31.0,1
STR,aston_martin,Azerbaijan Grand Prix,2022,C4,31.0,17.0,1
MAG,haas,Azerbaijan Grand Prix,2022,C4,1.0,11.0,1
MAG,haas,Azerbaijan Grand Prix,2022,C3,10.0,23.0,1
TSU,alphatauri,Azerbaijan Grand Prix,2022,C4,1.0,9.0,1
TSU,alphatauri,Azerbaijan Grand Prix,2022,C3,10.0,29.0,1
TSU,alphatauri,Azerbaijan Grand Prix,2022,C5,39.0,15.0,1
ALB,williams,Azerbaijan Grand Prix,2022,C4,1.0,9.0,1
ALB,williams,Azerbaijan Grand Prix,2022,C3,10.0,20.0,1
ALB,williams,Azerbaijan Grand Prix,2022,C3,30.0,21.0,1
ZHO,alfa,Azerbaijan Grand Prix,2022,C4,1.0,9.0,1
