driver_id,team_id,circut_length,year,compound,stint_start_lap,tyre_life,is_valid
SAR,williams,4.657,2023,HARD,18.0,19.0,1
VER,red_bull,4.361,2023,MEDIUM,1.0,12.0,1
VER,red_bull,4.361,2023,HARD,13.0,30.0,1
VER,red_bull,4.361,2023,MEDIUM,43.0,28.0,1
GAS,alpine,4.361,2023,SOFT,1.0,10.0,1
GAS,alpine,4.361,2023,HARD,11.0,23.0,1
GAS,alpine,4.361,2023,HARD,34.0,37.0,1
PER,red_bull,4.361,2023,HARD,1.0,37.0,1
PER,red_bull,4.361,2023,MEDIUM,38.0,31.0,1
ALO,aston_martin,4.361,2023,MEDIUM,1.0,12.0,1
ALO,aston_martin,4.361,2023,HARD,13.0,29.0,1
ALO,aston_martin,4.361,2023,HARD,42.0,29.0,1
LEC,ferrari,4.361,2023,MEDIUM,1.0,39.0,1
LEC,ferrari,4.361,2023,HARD,40.0,31.0,1
STR,aston_martin,4.361,2023,HARD,28.0,43.0,1
MAG,haas,4.361,2023,HARD,1.0,35.0,1
MAG,haas,4.361,2023,MEDIUM,36.0,18.0,1
MAG,haas,4.361,2023,MEDIUM,54.0,16.0,1
DEV,racing_bulls,4.361,2023,HARD,12.0,39.0,1
DEV,racing_bulls,4.361,2023,HARD,51.0,19.0,1
ALB,williams,4.361,2023,MEDIUM,1.0,13.0,1
ZHO,sauber,4.361,2023,MEDIUM,1.0,12.0,1
ZHO,sauber,4.361,2023,HARD,13.0,20.0,1
ZHO,sauber,4.361,2023,HARD,33.0,37.0,1
HUL,haas,4.361,2023,HARD,12.0,20.0,1
HUL,haas,4.361,2023,HARD,32.0,38.0,1
OCO,alpine,4.361,2023,MEDIUM,1.0,12.0,1
OCO,alpine,4.361,2023,HARD,13.0,24.0,1
OCO,alpine,4.361,2023,HARD,37.0,34.0,1
NOR,mclaren,4.361,2023,MEDIUM,1.0,12.0,1
NOR,mclaren,4.361,2023,HARD,13.0,23.0,1
NOR,mclaren,4.361,2023,HARD,36.0,36.0,1
HAM,mercedes,4.361,2023,MEDIUM,1.0,12.0,1
HAM,mercedes,4.361,2023,HARD,13.0,28.0,1
HAM,mercedes,4.361,2023,MEDIUM,41.0,30.0,1
SAI,ferrari,4.361,2023,MEDIUM,1.0,38.0,1
SAI,ferrari,4.361,2023,HARD,39.0,32.0,1
RUS,mercedes,4.361,2023,MEDIUM,1.0,12.0,1
RUS,mercedes,4.361,2023,HARD,13.0,42.0,1
BOT,sauber,4.361,2023,HARD,1.0,36.0,1
BOT,sauber,4.361,2023,MEDIUM,37.0,34.0,1
PIA,mclaren,4.361,2023,MEDIUM,1.0,12.0,1
PIA,mclaren,4.361,2023,HARD,13.0,25.0,1
VER,red_bull,4.326,2023,MEDIUM,1.0,24.0,1
VER,red_bull,4.326,2023,HARD,25.0,25.0,1
VER,red_bull,4.326,2023,MEDIUM,50.0,20.0,1
GAS,alpine,4.326,2023,MEDIUM,1.0,14.0,1
GAS,alpine,4.326,2023,HARD,15.0,30.0,1
GAS,alpine,4.326,2023,MEDIUM,45.0,27.0,1
PER,red_bull,4.326,2023,MEDIUM,1.0,25.0,1
PER,red_bull,4.326,2023,MEDIUM,26.0,25.0,1
PER,red_bull,4.326,2023,HARD,51.0,21.0,1
ALO,aston_martin,4.326,2023,MEDIUM,16.0,29.0,1
ALO,aston_martin,4.326,2023,MEDIUM,45.0,27.0,1
LEC,ferrari,4.326,2023,MEDIUM,1.0,15.0,1
LEC,ferrari,4.326,2023,MEDIUM,16.0,32.0,1
LEC,ferrari,4.326,2023,HARD,48.0,24.0,1
STR,aston_martin,4.326,2023,MEDIUM,1.0,15.0,1
STR,aston_martin,4.326,2023,HARD,16.0,21.0,1
STR,aston_martin,4.326,2023,MEDIUM,55.0,17.0,1
SAR,williams,4.326,2023,MEDIUM,1.0,14.0,1
SAR,williams,4.326,2023,HARD,15.0,29.0,1
SAR,williams,4.326,2023,HARD,44.0,27.0,1
MAG,haas,4.326,2023,HARD,3.0,32.0,1
MAG,haas,4.326,2023,HARD,35.0,37.0,1
DEV,racing_bulls,4.326,2023,MEDIUM,1.0,12.0,1
DEV,racing_bulls,4.326,2023,HARD,13.0,25.0,1
DEV,racing_bulls,4.326,2023,MEDIUM,38.0,33.0,1
TSU,racing_bulls,4.326,2023,HARD,2.0,22.0,1
TSU,racing_bulls,4.326,2023,HARD,24.0,20.0,1
TSU,racing_bulls,4.326,2023,MEDIUM,44.0,27.0,1
ALB,williams,4.326,2023,MEDIUM,1.0,14.0,1
ALB,williams,4.326,2023,HARD,15.0,27.0,1
ALB,williams,4.326,2023,HARD,42.0,30.0,1
ZHO,sauber,4.326,2023,HARD,9.0,30.0,1
ZHO,sauber,4.326,2023,HARD,39.0,32.0,1
HUL,haas,4.326,2023,MEDIUM,1.0,14.0,1
OCO,alpine,4.326,2023,MEDIUM,1.0,14.0,1
OCO,alpine,4.326,2023,HARD,15.0,26.0,1
OCO,alpine,4.326,2023,HARD,41.0,30.0,1
NOR,mclaren,4.326,2023,MEDIUM,1.0,14.0,1
NOR,mclaren,4.326,2023,HARD,15.0,27.0,1
NOR,mclaren,4.326,2023,HARD,42.0,30.0,1
HAM,mercedes,4.326,2023,MEDIUM,1.0,14.0,1
HAM,mercedes,4.326,2023,HARD,15.0,28.0,1
HAM,mercedes,4.326,2023,MEDIUM,43.0,29.0,1
SAI,ferrari,4.326,2023,MEDIUM,1.0,15.0,1
SAI,ferrari,4.326,2023,MEDIUM,16.0,30.0,1
SAI,ferrari,4.326,2023,HARD,46.0,26.0,1
RUS,mercedes,4.326,2023,MEDIUM,1.0,14.0,1
RUS,mercedes,4.326,2023,HARD,15.0,27.0,1
RUS,mercedes,4.326,2023,MEDIUM,42.0,30.0,1
BOT,sauber,4.326,2023,HARD,1.0,21.0,1
BOT,sauber,4.326,2023,MEDIUM,22.0,19.0,1
BOT,sauber,4.326,2023,HARD,41.0,30.0,1
PIA,mclaren,4.326,2023,MEDIUM,1.0,14.0,1
PIA,mclaren,4.326,2023,HARD,23.0,19.0,1
VER,red_bull,5.891,2023,MEDIUM,1.0,33.0,1
VER,red_bull,5.891,2023,SOFT,34.0,22.0,1
GAS,alpine,5.891,2023,MEDIUM,1.0,31.0,1
GAS,alpine,5.891,2023,SOFT,32.0,18.0,1
PER,red_bull,5.891,2023,MEDIUM,1.0,28.0,1
PER,red_bull,5.891,2023,SOFT,29.0,24.0,1
ALO,aston_martin,5.891,2023,MEDIUM,1.0,34.0,1
ALO,aston_martin,5.891,2023,SOFT,34.0,22.0,1
LEC,ferrari,5.891,2023,MEDIUM,1.0,18.0,1
LEC,ferrari,5.891,2023,MEDIUM,33.0,20.0,1
STR,aston_martin,5.891,2023,MEDIUM,1.0,32.0,1
STR,aston_martin,5.891,2023,SOFT,32.0,24.0,1
SAR,williams,5.891,2023,MEDIUM,1.0,29.0,1
SAR,williams,5.891,2023,SOFT,30.0,23.0,1
MAG,haas,5.891,2023,MEDIUM,1.0,32.0,1
DEV,racing_bulls,5.891,2023,SOFT,1.0,27.0,1
DEV,racing_bulls,5.891,2023,SOFT,33.0,20.0,1
TSU,racing_bulls,5.891,2023,SOFT,1.0,14.0,1
TSU,racing_bulls,5.891,2023,SOFT,33.0,20.0,1
ALB,williams,5.891,2023,MEDIUM,1.0,32.0,1
ALB,williams,5.891,2023,SOFT,33.0,24.0,1
ZHO,sauber,5.891,2023,MEDIUM,1.0,24.0,1
ZHO,sauber,5.891,2023,SOFT,34.0,19.0,1
HUL,haas,5.891,2023,MEDIUM,8.0,25.0,1
HUL,haas,5.891,2023,SOFT,33.0,20.0,1
OCO,alpine,5.891,2023,SOFT,1.0,9.0,1
NOR,mclaren,5.891,2023,MEDIUM,1.0,33.0,1
NOR,mclaren,5.891,2023,HARD,34.0,19.0,1
HAM,mercedes,5.891,2023,MEDIUM,1.0,33.0,1
HAM,mercedes,5.891,2023,SOFT,34.0,22.0,1
SAI,ferrari,5.891,2023,MEDIUM,1.0,26.0,1
SAI,ferrari,5.891,2023,HARD,27.0,26.0,1
RUS,mercedes,5.891,2023,SOFT,1.0,31.0,1
RUS,mercedes,5.891,2023,MEDIUM,29.0,24.0,1
BOT,sauber,5.891,2023,HARD,1.0,32.0,1
BOT,sauber,5.891,2023,SOFT,33.0,20.0,1
PIA,mclaren,5.891,2023,MEDIUM,1.0,29.0,1
VER,red_bull,4.381,2023,MEDIUM,1.0,26.0,1
VER,red_bull,4.381,2023,HARD,24.0,28.0,1
VER,red_bull,4.381,2023,MEDIUM,52.0,22.0,1
NOR,mclaren,4.381,2023,MEDIUM,1.0,17.0,1
NOR,mclaren,4.381,2023,HARD,18.0,27.0,1
NOR,mclaren,4.381,2023,MEDIUM,45.0,29.0,1
PER,red_bull,4.381,2023,HARD,1.0,27.0,1
PER,red_bull,4.381,2023,MEDIUM,25.0,24.0,1
PER,red_bull,4.381,2023,MEDIUM,43.0,31.0,1
HAM,mercedes,4.381,2023,MEDIUM,1.0,19.0,1
HAM,mercedes,4.381,2023,HARD,17.0,33.0,1
HAM,mercedes,4.381,2023,MEDIUM,50.0,24.0,1
PIA,mclaren,4.381,2023,MEDIUM,1.0,20.0,1
PIA,mclaren,4.381,2023,HARD,19.0,24.0,1
PIA,mclaren,4.381,2023,MEDIUM,43.0,31.0,1
RUS,mercedes,4.381,2023,HARD,1.0,28.0,1
RUS,mercedes,4.381,2023,MEDIUM,29.0,18.0,1
RUS,mercedes,4.381,2023,MEDIUM,47.0,24.0,1
LEC,ferrari,4.381,2023,MEDIUM,1.0,20.0,1
LEC,ferrari,4.381,2023,HARD,18.0,26.0,1
LEC,ferrari,4.381,2023,HARD,44.0,31.0,1
SAI,ferrari,4.381,2023,SOFT,1.0,15.0,1
SAI,ferrari,4.381,2023,HARD,16.0,29.0,1
SAI,ferrari,4.381,2023,HARD,45.0,29.0,1
ALO,aston_martin,4.381,2023,MEDIUM,1.0,23.0,1
ALO,aston_martin,4.381,2023,HARD,21.0,27.0,1
ALO,aston_martin,4.381,2023,HARD,44.0,27.0,1
STR,aston_martin,4.381,2023,SOFT,1.0,9.0,1
STR,aston_martin,4.381,2023,HARD,10.0,30.0,1
STR,aston_martin,4.381,2023,HARD,35.0,39.0,1
ALB,williams,4.381,2023,HARD,9.0,26.0,1
ALB,williams,4.381,2023,HARD,32.0,38.0,1
BOT,sauber,4.381,2023,MEDIUM,1.0,12.0,1
BOT,sauber,4.381,2023,HARD,10.0,36.0,1
BOT,sauber,4.381,2023,HARD,41.0,32.0,1
RIC,racing_bulls,4.381,2023,MEDIUM,1.0,21.0,1
RIC,racing_bulls,4.381,2023,MEDIUM,30.0,43.0,1
HUL,haas,4.381,2023,MEDIUM,1.0,19.0,1
HUL,haas,4.381,2023,HARD,17.0,25.0,1
HUL,haas,4.381,2023,HARD,39.0,36.0,1
TSU,racing_bulls,4.381,2023,SOFT,1.0,9.0,1
TSU,racing_bulls,4.381,2023,HARD,10.0,38.0,1
TSU,racing_bulls,4.381,2023,MEDIUM,45.0,25.0,1
ZHO,sauber,4.381,2023,MEDIUM,1.0,13.0,1
ZHO,sauber,4.381,2023,HARD,11.0,33.0,1
ZHO,sauber,4.381,2023,HARD,39.0,36.0,1
MAG,haas,4.381,2023,MEDIUM,1.0,14.0,1
MAG,haas,4.381,2023,HARD,15.0,30.0,1
MAG,haas,4.381,2023,HARD,42.0,33.0,1
SAR,williams,4.381,2023,MEDIUM,1.0,13.0,1
SAR,williams,4.381,2023,HARD,14.0,24.0,1
SAR,williams,4.381,2023,HARD,35.0,33.0,1
VER,red_bull,7.004,2023,SOFT,1.0,14.0,1
VER,red_bull,7.004,2023,MEDIUM,15.0,16.0,1
VER,red_bull,7.004,2023,SOFT,31.0,14.0,1
PER,red_bull,7.004,2023,SOFT,1.0,13.0,1
PER,red_bull,7.004,2023,MEDIUM,14.0,16.0,1
PER,red_bull,7.004,2023,SOFT,30.0,15.0,1
LEC,ferrari,7.004,2023,SOFT,1.0,13.0,1
LEC,ferrari,7.004,2023,MEDIUM,14.0,15.0,1
LEC,ferrari,7.004,2023,SOFT,29.0,16.0,1
HAM,mercedes,7.004,2023,SOFT,1.0,12.0,1
HAM,mercedes,7.004,2023,MEDIUM,13.0,15.0,1
HAM,mercedes,7.004,2023,SOFT,28.0,15.0,1
ALO,aston_martin,7.004,2023,MEDIUM,11.0,19.0,1
ALO,aston_martin,7.004,2023,SOFT,30.0,15.0,1
RUS,mercedes,7.004,2023,MEDIUM,1.0,22.0,1
RUS,mercedes,7.004,2023,SOFT,23.0,22.0,1
NOR,mclaren,7.004,2023,SOFT,18.0,27.0,1
OCO,alpine,7.004,2023,MEDIUM,7.0,19.0,1
OCO,alpine,7.004,2023,SOFT,26.0,19.0,1
STR,aston_martin,7.004,2023,MEDIUM,1.0,20.0,1
STR,aston_martin,7.004,2023,SOFT,21.0,24.0,1
TSU,racing_bulls,7.004,2023,MEDIUM,10.0,15.0,1
TSU,racing_bulls,7.004,2023,SOFT,25.0,20.0,1
GAS,alpine,7.004,2023,SOFT,1.0,23.0,1
GAS,alpine,7.004,2023,MEDIUM,24.0,21.0,1
BOT,sauber,7.004,2023,MEDIUM,7.0,18.0,1
BOT,sauber,7.004,2023,MEDIUM,25.0,20.0,1
ZHO,sauber,7.004,2023,MEDIUM,8.0,18.0,1
ZHO,sauber,7.004,2023,SOFT,26.0,19.0,1
ALB,williams,7.004,2023,MEDIUM,8.0,16.0,1
ALB,williams,7.004,2023,SOFT,34.0,11.0,1
MAG,haas,7.004,2023,MEDIUM,6.0,20.0,1
MAG,haas,7.004,2023,MEDIUM,26.0,19.0,1
RIC,racing_bulls,7.004,2023,MEDIUM,6.0,17.0,1
RIC,racing_bulls,7.004,2023,MEDIUM,23.0,22.0,1
SAR,williams,7.004,2023,SOFT,1.0,8.0,1
SAR,williams,7.004,2023,MEDIUM,9.0,16.0,1
SAR,williams,7.004,2023,SOFT,35.0,10.0,1
HUL,haas,7.004,2023,MEDIUM,1.0,12.0,1
HUL,haas,7.004,2023,SOFT,13.0,12.0,1
HUL,haas,7.004,2023,SOFT,25.0,20.0,1
SAI,ferrari,7.004,2023,MEDIUM,8.0,16.0,1
VER,red_bull,4.259,2023,SOFT,12.0,38.0,1
VER,red_bull,4.259,2023,SOFT,50.0,13.0,1
GAS,alpine,4.259,2023,SOFT,12.0,35.0,1
GAS,alpine,4.259,2023,SOFT,47.0,14.0,1
PER,red_bull,4.259,2023,SOFT,13.0,33.0,1
PER,red_bull,4.259,2023,SOFT,46.0,16.0,1
ALO,aston_martin,4.259,2023,SOFT,11.0,38.0,1
ALO,aston_martin,4.259,2023,SOFT,49.0,15.0,1
LEC,ferrari,4.259,2023,SOFT,12.0,30.0,1
STR,aston_martin,4.259,2023,MEDIUM,17.0,18.0,1
STR,aston_martin,4.259,2023,SOFT,35.0,26.0,1
SAR,williams,4.259,2023,SOFT,1.0,15.0,1
MAG,haas,4.259,2023,SOFT,10.0,26.0,1
MAG,haas,4.259,2023,MEDIUM,36.0,25.0,1
ALB,williams,4.259,2023,MEDIUM,45.0,17.0,1
ZHO,sauber,4.259,2023,MEDIUM,11.0,27.0,1
ZHO,sauber,4.259,2023,SOFT,38.0,23.0,1
HUL,haas,4.259,2023,SOFT,1.0,16.0,1
HUL,haas,4.259,2023,MEDIUM,17.0,32.0,1
HUL,haas,4.259,2023,SOFT,49.0,12.0,1
OCO,alpine,4.259,2023,SOFT,11.0,33.0,1
OCO,alpine,4.259,2023,SOFT,44.0,18.0,1
NOR,mclaren,4.259,2023,SOFT,11.0,33.0,1
NOR,mclaren,4.259,2023,SOFT,43.0,21.0,1
LAW,racing_bulls,4.259,2023,MEDIUM,18.0,29.0,1
LAW,racing_bulls,4.259,2023,SOFT,47.0,13.0,1
HAM,mercedes,4.259,2023,SOFT,10.0,36.0,1
HAM,mercedes,4.259,2023,SOFT,46.0,15.0,1
SAI,ferrari,4.259,2023,SOFT,11.0,31.0,1
SAI,ferrari,4.259,2023,SOFT,42.0,21.0,1
RUS,mercedes,4.259,2023,HARD,17.0,44.0,1
BOT,sauber,4.259,2023,SOFT,1.0,16.0,1
BOT,sauber,4.259,2023,MEDIUM,17.0,31.0,1
BOT,sauber,4.259,2023,SOFT,48.0,12.0,1
PIA,mclaren,4.259,2023,SOFT,1.0,15.0,1
PIA,mclaren,4.259,2023,SOFT,16.0,31.0,1
PIA,mclaren,4.259,2023,MEDIUM,47.0,14.0,1
VER,red_bull,5.793,2023,MEDIUM,1.0,20.0,1
VER,red_bull,5.793,2023,HARD,21.0,31.0,1
GAS,alpine,5.793,2023,HARD,11.0,24.0,1
GAS,alpine,5.793,2023,MEDIUM,32.0,20.0,1
PER,red_bull,5.793,2023,MEDIUM,1.0,21.0,1
PER,red_bull,5.793,2023,HARD,22.0,30.0,1
ALO,aston_martin,5.793,2023,MEDIUM,1.0,21.0,1
ALO,aston_martin,5.793,2023,HARD,22.0,33.0,1
LEC,ferrari,5.793,2023,MEDIUM,1.0,20.0,1
LEC,ferrari,5.793,2023,HARD,21.0,31.0,1
STR,aston_martin,5.793,2023,MEDIUM,1.0,20.0,1
STR,aston_martin,5.793,2023,HARD,21.0,35.0,1
SAR,williams,5.793,2023,MEDIUM,1.0,17.0,1
SAR,williams,5.793,2023,HARD,15.0,40.0,1
MAG,haas,5.793,2023,MEDIUM,13.0,21.0,1
MAG,haas,5.793,2023,MEDIUM,34.0,18.0,1
ALB,williams,5.793,2023,MEDIUM,1.0,18.0,1
ALB,williams,5.793,2023,HARD,16.0,39.0,1
ZHO,sauber,5.793,2023,HARD,12.0,25.0,1
ZHO,sauber,5.793,2023,MEDIUM,34.0,18.0,1
HUL,haas,5.793,2023,MEDIUM,1.0,17.0,1
HUL,haas,5.793,2023,HARD,15.0,30.0,1
HUL,haas,5.793,2023,MEDIUM,40.0,15.0,1
OCO,alpine,5.793,2023,MEDIUM,1.0,24.0,1
NOR,mclaren,5.793,2023,MEDIUM,1.0,22.0,1
NOR,mclaren,5.793,2023,HARD,23.0,33.0,1
LAW,racing_bulls,5.793,2023,MEDIUM,1.0,16.0,1
LAW,racing_bulls,5.793,2023,HARD,14.0,23.0,1
LAW,racing_bulls,5.793,2023,MEDIUM,34.0,21.0,1
HAM,mercedes,5.793,2023,HARD,1.0,30.0,1
HAM,mercedes,5.793,2023,MEDIUM,28.0,24.0,1
SAI,ferrari,5.793,2023,MEDIUM,1.0,19.0,1
SAI,ferrari,5.793,2023,HARD,20.0,32.0,1
RUS,mercedes,5.793,2023,MEDIUM,1.0,19.0,1
RUS,mercedes,5.793,2023,HARD,20.0,35.0,1
BOT,sauber,5.793,2023,HARD,1.0,28.0,1
BOT,sauber,5.793,2023,MEDIUM,26.0,29.0,1
PIA,mclaren,5.793,2023,MEDIUM,1.0,23.0,1
PIA,mclaren,5.793,2023,HARD,24.0,23.0,1
VER,red_bull,4.94,2023,HARD,1.0,40.0,1
VER,red_bull,4.94,2023,MEDIUM,41.0,22.0,1
GAS,alpine,4.94,2023,MEDIUM,1.0,20.0,1
GAS,alpine,4.94,2023,HARD,21.0,42.0,1
PER,red_bull,4.94,2023,HARD,1.0,39.0,1
PER,red_bull,4.94,2023,MEDIUM,40.0,23.0,1
ALO,aston_martin,4.94,2023,MEDIUM,1.0,20.0,1
ALO,aston_martin,4.94,2023,HARD,21.0,24.0,1
ALO,aston_martin,4.94,2023,SOFT,45.0,20.0,1
LEC,ferrari,4.94,2023,SOFT,1.0,23.0,1
LEC,ferrari,4.94,2023,HARD,21.0,42.0,1
SAR,williams,4.94,2023,MEDIUM,1.0,19.0,1
SAR,williams,4.94,2023,HARD,20.0,24.0,1
SAR,williams,4.94,2023,MEDIUM,44.0,19.0,1
MAG,haas,4.94,2023,MEDIUM,1.0,20.0,1
MAG,haas,4.94,2023,HARD,21.0,23.0,1
MAG,haas,4.94,2023,SOFT,44.0,22.0,1
ALB,williams,4.94,2023,MEDIUM,1.0,20.0,1
ALB,williams,4.94,2023,HARD,21.0,23.0,1
ALB,williams,4.94,2023,MEDIUM,44.0,19.0,1
ZHO,sauber,4.94,2023,MEDIUM,21.0,42.0,1
HUL,haas,4.94,2023,MEDIUM,1.0,20.0,1
HUL,haas,4.94,2023,HARD,21.0,42.0,1
OCO,alpine,4.94,2023,MEDIUM,1.0,20.0,1
OCO,alpine,4.94,2023,HARD,21.0,23.0,1
NOR,mclaren,4.94,2023,MEDIUM,1.0,20.0,1
NOR,mclaren,4.94,2023,HARD,21.0,42.0,1
LAW,racing_bulls,4.94,2023,MEDIUM,1.0,20.0,1
LAW,racing_bulls,4.94,2023,HARD,21.0,42.0,1
HAM,mercedes,4.94,2023,MEDIUM,1.0,20.0,1
HAM,mercedes,4.94,2023,HARD,21.0,24.0,1
HAM,mercedes,4.94,2023,MEDIUM,45.0,18.0,1
SAI,ferrari,4.94,2023,MEDIUM,1.0,20.0,1
SAI,ferrari,4.94,2023,HARD,21.0,42.0,1
RUS,mercedes,4.94,2023,MEDIUM,1.0,20.0,1
RUS,mercedes,4.94,2023,HARD,21.0,24.0,1
RUS,mercedes,4.94,2023,MEDIUM,45.0,18.0,1
BOT,sauber,4.94,2023,HARD,1.0,40.0,1
BOT,sauber,4.94,2023,MEDIUM,41.0,12.0,1
PIA,mclaren,4.94,2023,MEDIUM,1.0,20.0,1
VER,red_bull,5.807,2023,MEDIUM,1.0,16.0,1
VER,red_bull,5.807,2023,MEDIUM,17.0,21.0,1
NOR,mclaren,5.807,2023,MEDIUM,1.0,17.0,1
NOR,mclaren,5.807,2023,HARD,18.0,19.0,1
PIA,mclaren,5.807,2023,MEDIUM,1.0,13.0,1
PIA,mclaren,5.807,2023,HARD,14.0,22.0,1
LEC,ferrari,5.807,2023,MEDIUM,1.0,17.0,1
LEC,ferrari,5.807,2023,MEDIUM,18.0,17.0,1
LEC,ferrari,5.807,2023,HARD,35.0,19.0,1
HAM,mercedes,5.807,2023,MEDIUM,1.0,16.0,1
HAM,mercedes,5.807,2023,HARD,35.0,19.0,1
SAI,ferrari,5.807,2023,MEDIUM,1.0,18.0,1
SAI,ferrari,5.807,2023,MEDIUM,19.0,20.0,1
RUS,mercedes,5.807,2023,MEDIUM,1.0,24.0,1
RUS,mercedes,5.807,2023,HARD,25.0,29.0,1
ALO,aston_martin,5.807,2023,SOFT,1.0,14.0,1
ALO,aston_martin,5.807,2023,HARD,26.0,28.0,1
OCO,alpine,5.807,2023,HARD,2.0,27.0,1
OCO,alpine,5.807,2023,HARD,29.0,25.0,1
GAS,alpine,5.807,2023,MEDIUM,1.0,18.0,1
GAS,alpine,5.807,2023,HARD,35.0,19.0,1
LAW,racing_bulls,5.807,2023,SOFT,1.0,10.0,1
LAW,racing_bulls,5.807,2023,MEDIUM,11.0,15.0,1
LAW,racing_bulls,5.807,2023,HARD,26.0,27.0,1
TSU,racing_bulls,5.807,2023,SOFT,1.0,12.0,1
TSU,racing_bulls,5.807,2023,MEDIUM,10.0,21.0,1
TSU,racing_bulls,5.807,2023,HARD,31.0,22.0,1
ZHO,sauber,5.807,2023,SOFT,2.0,9.0,1
ZHO,sauber,5.807,2023,SOFT,11.0,19.0,1
ZHO,sauber,5.807,2023,HARD,30.0,23.0,1
HUL,haas,5.807,2023,SOFT,1.0,8.0,1
HUL,haas,5.807,2023,MEDIUM,9.0,13.0,1
HUL,haas,5.807,2023,MEDIUM,38.0,15.0,1
MAG,haas,5.807,2023,MEDIUM,1.0,12.0,1
MAG,haas,5.807,2023,HARD,13.0,19.0,1
MAG,haas,5.807,2023,HARD,32.0,21.0,1
ALB,williams,5.807,2023,MEDIUM,2.0,12.0,1
ALB,williams,5.807,2023,SOFT,14.0,13.0,1
SAR,williams,5.807,2023,MEDIUM,6.0,16.0,1
STR,aston_martin,5.807,2023,SOFT,1.0,14.0,1
VER,red_bull,5.419,2023,MEDIUM,1.0,20.0,1
VER,red_bull,5.419,2023,MEDIUM,18.0,20.0,1
PIA,mclaren,5.419,2023,MEDIUM,1.0,18.0,1
PIA,mclaren,5.419,2023,MEDIUM,13.0,20.0,1
PIA,mclaren,5.419,2023,MEDIUM,26.0,18.0,1
NOR,mclaren,5.419,2023,MEDIUM,1.0,20.0,1
NOR,mclaren,5.419,2023,MEDIUM,14.0,20.0,1
NOR,mclaren,5.419,2023,MEDIUM,28.0,17.0,1
RUS,mercedes,5.419,2023,MEDIUM,2.0,20.0,1
RUS,mercedes,5.419,2023,MEDIUM,15.0,18.0,1
RUS,mercedes,5.419,2023,SOFT,51.0,10.0,1
LEC,ferrari,5.419,2023,MEDIUM,1.0,20.0,1
LEC,ferrari,5.419,2023,MEDIUM,13.0,20.0,1
LEC,ferrari,5.419,2023,MEDIUM,44.0,14.0,1
ALO,aston_martin,5.419,2023,MEDIUM,1.0,16.0,1
ALO,aston_martin,5.419,2023,MEDIUM,12.0,20.0,1
ALO,aston_martin,5.419,2023,MEDIUM,45.0,13.0,1
OCO,alpine,5.419,2023,MEDIUM,1.0,17.0,1
OCO,alpine,5.419,2023,MEDIUM,11.0,20.0,1
OCO,alpine,5.419,2023,MEDIUM,44.0,14.0,1
BOT,sauber,5.419,2023,MEDIUM,4.0,18.0,1
BOT,sauber,5.419,2023,HARD,40.0,19.0,1
ZHO,sauber,5.419,2023,MEDIUM,1.0,18.0,1
PER,red_bull,5.419,2023,MEDIUM,18.0,20.0,1
PER,red_bull,5.419,2023,MEDIUM,32.0,18.0,1
PER,red_bull,5.419,2023,MEDIUM,44.0,14.0,1
STR,aston_martin,5.419,2023,MEDIUM,4.0,18.0,1
STR,aston_martin,5.419,2023,MEDIUM,40.0,18.0,1
GAS,alpine,5.419,2023,MEDIUM,1.0,18.0,1
GAS,alpine,5.419,2023,MEDIUM,12.0,20.0,1
GAS,alpine,5.419,2023,MEDIUM,45.0,13.0,1
ALB,williams,5.419,2023,MEDIUM,1.0,18.0,1
ALB,williams,5.419,2023,MEDIUM,19.0,13.0,1
MAG,haas,5.419,2023,MEDIUM,4.0,18.0,1
TSU,racing_bulls,5.419,2023,MEDIUM,10.0,13.0,1
HUL,haas,5.419,2023,MEDIUM,1.0,20.0,1
HUL,haas,5.419,2023,MEDIUM,28.0,18.0,1
LAW,racing_bulls,5.419,2023,MEDIUM,40.0,17.0,1
SAR,williams,5.419,2023,MEDIUM,1.0,13.0,1
SAR,williams,5.419,2023,MEDIUM,14.0,13.0,1
VER,red_bull,5.513,2023,MEDIUM,1.0,16.0,1
VER,red_bull,5.513,2023,MEDIUM,17.0,19.0,1
VER,red_bull,5.513,2023,HARD,36.0,21.0,1
NOR,mclaren,5.513,2023,MEDIUM,1.0,17.0,1
NOR,mclaren,5.513,2023,HARD,35.0,22.0,1
SAI,ferrari,5.513,2023,MEDIUM,1.0,17.0,1
SAI,ferrari,5.513,2023,MEDIUM,18.0,18.0,1
SAI,ferrari,5.513,2023,HARD,36.0,21.0,1
PER,red_bull,5.513,2023,MEDIUM,1.0,17.0,1
PER,red_bull,5.513,2023,MEDIUM,18.0,20.0,1
PER,red_bull,5.513,2023,HARD,38.0,19.0,1
RUS,mercedes,5.513,2023,MEDIUM,1.0,21.0,1
RUS,mercedes,5.513,2023,MEDIUM,40.0,17.0,1
GAS,alpine,5.513,2023,MEDIUM,1.0,18.0,1
GAS,alpine,5.513,2023,MEDIUM,19.0,19.0,1
GAS,alpine,5.513,2023,HARD,38.0,19.0,1
STR,aston_martin,5.513,2023,HARD,1.0,20.0,1
STR,aston_martin,5.513,2023,MEDIUM,21.0,20.0,1
STR,aston_martin,5.513,2023,MEDIUM,41.0,16.0,1
TSU,racing_bulls,5.513,2023,MEDIUM,1.0,17.0,1
TSU,racing_bulls,5.513,2023,MEDIUM,35.0,20.0,1
ALB,williams,5.513,2023,MEDIUM,1.0,13.0,1
