driver_id,race_length,year,compound,stint_start_lap,tyre_life,is_valid
OCO,7.004,2022,MEDIUM,1.0,12.0,1
OCO,7.004,2022,HARD,13.0,20.0,1
NOR,7.004,2022,MEDIUM,33.0,12.0,1
NOR,7.004,2022,MEDIUM,1.0,13.0,1
HAM,7.004,2022,MEDIUM,30.0,15.0,1
MSC,7.004,2022,MEDIUM,1.0,14.0,1
VET,7.004,2022,MEDIUM,31.0,13.0,1
VET,7.004,2022,MEDIUM,1.0,15.0,1
VET,7.004,2022,HARD,15.0,19.0,1
SAI,7.004,2022,MEDIUM,34.0,12.0,1
SAI,7.004,2022,SOFT,1.0,13.0,1
SAI,7.004,2022,MEDIUM,12.0,14.0,1
LAT,7.004,2022,HARD,26.0,19.0,1
LAT,7.004,2022,MEDIUM,4.0,13.0,1
LAT,7.004,2022,HARD,16.0,19.0,1
RUS,7.004,2022,SOFT,35.0,9.0,1
RUS,7.004,2022,MEDIUM,1.0,13.0,1
RUS,7.004,2022,MEDIUM,14.0,16.0,1
VER,4.259,2022,SOFT,1.0,18.0,1
VER,4.259,2022,MEDIUM,19.0,30.0,1
GAS,4.259,2022,SOFT,57.0,19.0,1
GAS,4.259,2022,SOFT,1.0,14.0,1
GAS,4.259,2022,MEDIUM,12.0,22.0,1
GAS,4.259,2022,HARD,33.0,25.0,1
PER,4.259,2022,SOFT,57.0,16.0,1
PER,4.259,2022,SOFT,1.0,19.0,1
PER,4.259,2022,MEDIUM,15.0,26.0,1
ALO,4.259,2022,MEDIUM,57.0,16.0,1
ALO,4.259,2022,SOFT,1.0,12.0,1
ALO,4.259,2022,HARD,13.0,35.0,1
LEC,4.259,2022,SOFT,48.0,25.0,1
LEC,4.259,2022,SOFT,1.0,20.0,1
LEC,4.259,2022,MEDIUM,18.0,28.0,1
STR,4.259,2022,SOFT,57.0,19.0,1
STR,4.259,2022,SOFT,1.0,16.0,1
STR,4.259,2022,MEDIUM,17.0,23.0,1
STR,4.259,2022,HARD,39.0,19.0,1
MAG,4.259,2022,SOFT,57.0,19.0,1
MAG,4.259,2022,MEDIUM,1.0,14.0,1
MAG,4.259,2022,MEDIUM,15.0,20.0,1
TSU,4.259,2022,SOFT,48.0,28.0,1
TSU,4.259,2022,SOFT,1.0,16.0,1
TSU,4.259,2022,MEDIUM,14.0,30.0,1
ALB,4.259,2022,MEDIUM,1.0,21.0,1
ALB,4.259,2022,MEDIUM,22.0,21.0,1
ZHO,4.259,2022,SOFT,56.0,17.0,1
ZHO,4.259,2022,SOFT,1.0,12.0,1v
ZHO,4.259,2022,SOFT,13.0,28.0,1
ZHO,4.259,2022,MEDIUM,38.0,18.0,1
RIC,4.259,2022,SOFT,56.0,20.0,1
RIC,4.259,2022,SOFT,1.0,11.0,1
RIC,4.259,2022,MEDIUM,12.0,16.0,1
RIC,4.259,2022,HARD,28.0,20.0,1
RIC,4.259,2022,SOFT,48.0,8.0,1
OCO,4.259,2022,SOFT,56.0,17.0,1
OCO,4.259,2022,SOFT,1.0,18.0,1
OCO,4.259,2022,HARD,19.0,38.0,1
NOR,4.259,2022,SOFT,57.0,19.0,1
NOR,4.259,2022,MEDIUM,1.0,17.0,1
NOR,4.259,2022,HARD,18.0,30.0,1
NOR,4.259,2022,SOFT,48.0,13.0,1
HAM,4.259,2022,SOFT,58.0,18.0,1
HAM,4.259,2022,MEDIUM,1.0,29.0,1
HAM,4.259,2022,HARD,30.0,19.0,1
MSC,4.259,2022,MEDIUM,49.0,24.0,1
MSC,4.259,2022,MEDIUM,1.0,13.0,1
MSC,4.259,2022,MEDIUM,14.0,20.0,1
VET,4.259,2022,SOFT,48.0,27.0,1
VET,4.259,2022,SOFT,1.0,9.0,1
VET,4.259,2022,MEDIUM,10.0,27.0,1
SAI,4.259,2022,SOFT,49.0,24.0,1
SAI,4.259,2022,SOFT,1.0,17.0,1
SAI,4.259,2022,MEDIUM,15.0,29.0,1
LAT,4.259,2022,SOFT,58.0,18.0,1
LAT,4.259,2022,SOFT,1.0,13.0,1
LAT,4.259,2022,MEDIUM,14.0,13.0,1
LAT,4.259,2022,HARD,27.0,28.0,1
RUS,4.259,2022,SOFT,55.0,17.0,1
RUS,4.259,2022,MEDIUM,1.0,31.0,1
BOT,4.259,2022,SOFT,58.0,17.0,1
BOT,4.259,2022,SOFT,1.0,16.0,1
BOT,4.259,2022,SOFT,17.0,18.0,1
VER,5.793,2022,SOFT,1.0,25.0,1
VER,5.793,2022,MEDIUM,26.0,23.0,1
GAS,5.793,2022,MEDIUM,1.0,18.0,1
PER,5.793,2022,HARD,19.0,36.0,1
PER,5.793,2022,HARD,8.0,35.0,1
ALO,5.793,2022,SOFT,43.0,11.0,1
LEC,5.793,2022,MEDIUM,1.0,31.0,1
LEC,5.793,2022,SOFT,1.0,12.0,1
LEC,5.793,2022,MEDIUM,13.0,21.0,1
LEC,5.793,2022,SOFT,34.0,15.0,1
STR,5.793,2022,SOFT,49.0,8.0,1
STR,5.793,2022,MEDIUM,1.0,19.0,1
MAG,5.793,2022,HARD,19.0,22.0,1
MAG,5.793,2022,MEDIUM,1.0,24.0,1
MAG,5.793,2022,HARD,25.0,22.0,1
TSU,5.793,2022,MEDIUM,1.0,19.0,1
TSU,5.793,2022,HARD,20.0,29.0,1
ZHO,5.793,2022,MEDIUM,1.0,18.0,1
RIC,5.793,2022,HARD,19.0,35.0,1
RIC,5.793,2022,MEDIUM,1.0,19.0,1
OCO,5.793,2022,HARD,20.0,27.0,1
OCO,5.793,2022,SOFT,1.0,19.0,1
NOR,5.793,2022,HARD,20.0,34.0,1
NOR,5.793,2022,MEDIUM,1.0,35.0,1
NOR,5.793,2022,SOFT,36.0,14.0,1
HAM,5.793,2022,SOFT,48.0,9.0,1
HAM,5.793,2022,MEDIUM,1.0,33.0,1
DEV,5.793,2022,SOFT,34.0,20.0,1
DEV,5.793,2022,SOFT,1.0,19.0,1
MSC,5.793,2022,MEDIUM,20.0,34.0,1
MSC,5.793,2022,MEDIUM,1.0,33.0,1
VET,5.793,2022,SOFT,34.0,20.0,1
SAI,5.793,2022,MEDIUM,1.0,12.0,1
SAI,5.793,2022,MEDIUM,1.0,30.0,1
SAI,5.793,2022,SOFT,31.0,17.0,1
LAT,5.793,2022,MEDIUM,1.0,15.0,1
LAT,5.793,2022,HARD,16.0,32.0,1
RUS,5.793,2022,SOFT,1.0,23.0,1
RUS,5.793,2022,HARD,24.0,24.0,1
BOT,5.793,2022,SOFT,48.0,9.0,1
BOT,5.793,2022,MEDIUM,1.0,35.0,1
GAS,4.94,2022,SOFT,41.0,19.0,1
PER,4.94,2022,MEDIUM,34.0,26.0,1
ALO,4.94,2022,MEDIUM,36.0,24.0,1
STR,4.94,2022,MEDIUM,35.0,25.0,1
MAG,4.94,2022,MEDIUM,36.0,24.0,1
TSU,4.94,2022,MEDIUM,34.0,26.0,1
OCO,4.94,2022,SOFT,37.0,23.0,1
HAM,4.94,2022,MEDIUM,37.0,23.0,1
MSC,4.94,2022,MEDIUM,35.0,25.0,1
VET,4.94,2022,SOFT,42.0,17.0,1
SAI,4.94,2022,MEDIUM,35.0,25.0,1
LAT,4.94,2022,MEDIUM,36.0,24.0,1
RUS,4.94,2022,MEDIUM,22.0,14.0,1
RUS,4.94,2022,SOFT,42.0,10.0,1
VER,5.513,2022,MEDIUM,1.0,13.0,1
VER,5.513,2022,HARD,14.0,22.0,1
GAS,5.513,2022,MEDIUM,36.0,21.0,1
GAS,5.513,2022,HARD,12.0,22.0,1
PER,5.513,2022,HARD,33.0,25.0,1
PER,5.513,2022,MEDIUM,1.0,14.0,1
PER,5.513,2022,HARD,15.0,24.0,1
ALO,5.513,2022,MEDIUM,39.0,18.0,1
LEC,5.513,2022,HARD,23.0,34.0,1
LEC,5.513,2022,MEDIUM,1.0,18.0,1
STR,5.513,2022,MEDIUM,36.0,21.0,1
STR,5.513,2022,MEDIUM,1.0,16.0,1
TSU,5.513,2022,MEDIUM,19.0,38.0,1
TSU,5.513,2022,MEDIUM,11.0,23.0,1
ALB,5.513,2022,HARD,34.0,23.0,1
ZHO,5.513,2022,HARD,19.0,38.0,1
RIC,5.513,2022,HARD,24.0,33.0,1
RIC,5.513,2022,HARD,11.0,25.0,1
OCO,5.513,2022,HARD,36.0,21.0,1
OCO,5.513,2022,HARD,19.0,27.0,1
NOR,5.513,2022,MEDIUM,1.0,14.0,1
NOR,5.513,2022,HARD,15.0,20.0,1
HAM,5.513,2022,HARD,35.0,22.0,1
HAM,5.513,2022,MEDIUM,1.0,12.0,1
HAM,5.513,2022,HARD,13.0,22.0,1
MSC,5.513,2022,HARD,35.0,22.0,1
MSC,5.513,2022,MEDIUM,19.0,15.0,1
VET,5.513,2022,HARD,34.0,23.0,1
VET,5.513,2022,MEDIUM,1.0,19.0,1
VET,5.513,2022,MEDIUM,19.0,24.0,1
LAT,5.513,2022,MEDIUM,6.0,13.0,1
RUS,5.513,2022,HARD,19.0,38.0,1
RUS,5.513,2022,MEDIUM,1.0,13.0,1
RUS,5.513,2022,HARD,14.0,23.0,1
VER,4.304,2022,SOFT,1.0,28.0,1
GAS,4.304,2022,MEDIUM,1.0,40.0,1
PER,4.304,2022,SOFT,41.0,30.0,1
PER,4.304,2022,SOFT,1.0,26.0,1
ALO,4.304,2022,MEDIUM,1.0,40.0,1
LEC,4.304,2022,HARD,41.0,24.0,1
LEC,4.304,2022,SOFT,1.0,30.0,1
STR,4.304,2022,MEDIUM,29.0,43.0,1
STR,4.304,2022,MEDIUM,1.0,18.0,1
STR,4.304,2022,SOFT,18.0,23.0,1
MAG,4.304,2022,SOFT,41.0,30.0,1
MAG,4.304,2022,MEDIUM,1.0,38.0,1
TSU,4.304,2022,SOFT,39.0,35.0,1
TSU,4.304,2022,SOFT,1.0,29.0,1
ALB,4.304,2022,MEDIUM,30.0,21.0,1
ALB,4.304,2022,MEDIUM,1.0,38.0,1
ZHO,4.304,2022,SOFT,39.0,32.0,1
RIC,4.304,2022,SOFT,46.0,25.0,1
RIC,4.304,2022,MEDIUM,1.0,44.0,1
OCO,4.304,2022,SOFT,45.0,26.0,1
OCO,4.304,2022,MEDIUM,1.0,33.0,1
NOR,4.304,2022,HARD,34.0,37.0,1
NOR,4.304,2022,MEDIUM,1.0,31.0,1
HAM,4.304,2022,HARD,32.0,39.0,1
HAM,4.304,2022,MEDIUM,1.0,29.0,1
MSC,4.304,2022,HARD,30.0,42.0,1
MSC,4.304,2022,SOFT,1.0,29.0,1
VET,4.304,2022,SOFT,1.0,38.0,1
SAI,4.304,2022,MEDIUM,39.0,33.0,1
SAI,4.304,2022,SOFT,1.0,32.0,1
LAT,4.304,2022,MEDIUM,30.0,42.0,1
LAT,4.304,2022,SOFT,1.0,23.0,1
LAT,4.304,2022,HARD,24.0,29.0,1
RUS,4.304,2022,SOFT,53.0,17.0,1
RUS,4.304,2022,MEDIUM,1.0,34.0,1
RUS,4.304,2022,HARD,35.0,35.0,1
BOT,4.304,2022,MEDIUM,1.0,39.0,1
VER,4.309,2022,MEDIUM,8.0,16.0,1
VER,4.309,2022,SOFT,24.0,32.0,1
GAS,4.309,2022,SOFT,49.0,23.0,1
GAS,4.309,2022,SOFT,1.0,19.0,1
GAS,4.309,2022,MEDIUM,20.0,16.0,1
GAS,4.309,2022,SOFT,36.0,22.0,1
PER,4.309,2022,MEDIUM,53.0,19.0,1
PER,4.309,2022,SOFT,1.0,23.0,1
PER,4.309,2022,MEDIUM,24.0,24.0,1
ALO,4.309,2022,MEDIUM,48.0,24.0,1
ALO,4.309,2022,MEDIUM,1.0,14.0,1
ALO,4.309,2022,MEDIUM,15.0,21.0,1
ALO,4.309,2022,MEDIUM,36.0,17.0,1
LEC,4.309,2022,SOFT,53.0,19.0,1
LEC,4.309,2022,MEDIUM,8.0,14.0,1
LEC,4.309,2022,SOFT,22.0,23.0,1
STR,4.309,2022,SOFT,45.0,28.0,1
STR,4.309,2022,MEDIUM,1.0,30.0,1
STR,4.309,2022,MEDIUM,30.0,20.0,1
MAG,4.309,2022,SOFT,49.0,23.0,1
TSU,4.309,2022,MEDIUM,1.0,20.0,1
TSU,4.309,2022,SOFT,21.0,20.0,1
TSU,4.309,2022,SOFT,41.0,14.0,1
ALB,4.309,2022,MEDIUM,55.0,16.0,1
ALB,4.309,2022,MEDIUM,5.0,21.0,1
ALB,4.309,2022,MEDIUM,26.0,22.0,1
ZHO,4.309,2022,MEDIUM,48.0,24.0,1
ZHO,4.309,2022,SOFT,1.0,16.0,1
ZHO,4.309,2022,MEDIUM,17.0,21.0,1
RIC,4.309,2022,SOFT,38.0,34.0,1
OCO,4.309,2022,SOFT,1.0,24.0,1
OCO,4.309,2022,MEDIUM,25.0,23.0,1
NOR,4.309,2022,SOFT,48.0,27.0,1
NOR,4.309,2022,SOFT,1.0,24.0,1
NOR,4.309,2022,MEDIUM,25.0,21.0,1
HAM,4.309,2022,SOFT,46.0,12.0,1
HAM,4.309,2022,SOFT,1.0,29.0,1
HAM,4.309,2022,MEDIUM,30.0,19.0,1
MSC,4.309,2022,SOFT,49.0,29.0,1
MSC,4.309,2022,MEDIUM,1.0,24.0,1
MSC,4.309,2022,SOFT,25.0,22.0,1
VET,4.309,2022,SOFT,47.0,29.0,1
VET,4.309,2022,SOFT,1.0,26.0,1
VET,4.309,2022,MEDIUM,27.0,20.0,1
SAI,4.309,2022,MEDIUM,46.0,27.0,1
SAI,4.309,2022,MEDIUM,1.0,17.0,1
SAI,4.309,2022,SOFT,18.0,19.0,1
SAI,4.309,2022,MEDIUM,37.0,17.0,1
LAT,4.309,2022,SOFT,54.0,24.0,1
LAT,4.309,2022,MEDIUM,1.0,20.0,1
LAT,4.309,2022,MEDIUM,33.0,20.0,1
RUS,4.309,2022,SOFT,53.0,19.0,1
RUS,4.309,2022,SOFT,1.0,24.0,1
RUS,4.309,2022,MEDIUM,25.0,25.0,1
BOT,4.309,2022,SOFT,50.0,31.0,1
BOT,4.309,2022,SOFT,1.0,24.0,1
BOT,4.309,2022,MEDIUM,25.0,21.0,1
VER,5.281,2022,MEDIUM,1.0,20.0,1
LEC,5.281,2022,HARD,21.0,38.0,1
LEC,5.281,2022,MEDIUM,1.0,21.0,1
PER,5.281,2022,HARD,22.0,37.0,1
PER,5.281,2022,MEDIUM,1.0,15.0,1
SAI,5.281,2022,HARD,34.0,25.0,1
SAI,5.281,2022,MEDIUM,1.0,17.0,1
SAI,5.281,2022,HARD,18.0,22.0,1
RUS,5.281,2022,HARD,40.0,19.0,1
RUS,5.281,2022,MEDIUM,1.0,15.0,1
RUS,5.281,2022,HARD,16.0,24.0,1
NOR,5.281,2022,MEDIUM,40.0,19.0,1
NOR,5.281,2022,MEDIUM,1.0,15.0,1
NOR,5.281,2022,HARD,16.0,27.0,1
OCO,5.281,2022,MEDIUM,43.0,16.0,1
OCO,5.281,2022,MEDIUM,1.0,14.0,1
OCO,5.281,2022,HARD,15.0,27.0,1
STR,5.281,2022,MEDIUM,1.0,13.0,1
STR,5.281,2022,HARD,14.0,28.0,1
RIC,5.281,2022,MEDIUM,41.0,19.0,1
RIC,5.281,2022,MEDIUM,1.0,19.0,1
VET,5.281,2022,HARD,20.0,39.0,1
VET,5.281,2022,MEDIUM,1.0,25.0,1
TSU,5.281,2022,HARD,26.0,34.0,1
TSU,5.281,2022,MEDIUM,1.0,14.0,1
TSU,5.281,2022,HARD,15.0,24.0,1
ZHO,5.281,2022,SOFT,39.0,20.0,1
ZHO,5.281,2022,MEDIUM,1.0,15.0,1
ZHO,5.281,2022,HARD,16.0,29.0,1
ALB,5.281,2022,SOFT,45.0,13.0,1
ALB,5.281,2022,MEDIUM,1.0,12.0,1
ALB,5.281,2022,HARD,13.0,23.0,1
GAS,5.281,2022,MEDIUM,36.0,22.0,1
GAS,5.281,2022,SOFT,1.0,14.0,1
BOT,5.281,2022,HARD,15.0,43.0,1
BOT,5.281,2022,HARD,1.0,30.0,1
MSC,5.281,2022,MEDIUM,31.0,27.0,1
MSC,5.281,2022,MEDIUM,1.0,14.0,1
MSC,5.281,2022,HARD,15.0,20.0,1
MAG,5.281,2022,MEDIUM,35.0,23.0,1
MAG,5.281,2022,HARD,1.0,28.0,1
HAM,5.281,2022,MEDIUM,29.0,29.0,1
HAM,5.281,2022,MEDIUM,1.0,18.0,1
LAT,5.281,2022,HARD,19.0,37.0,1
LAT,5.281,2022,MEDIUM,1.0,15.0,1
LAT,5.281,2022,HARD,16.0,23.0,1
ALO,5.281,2022,MEDIUM,39.0,17.0,1
ALO,5.281,2022,MEDIUM,1.0,19.0,1
VER,5.412,2023,SOFT,1.0,17.0,1
VER,5.412,2023,SOFT,15.0,22.0,1
GAS,5.412,2023,HARD,37.0,21.0,1
GAS,5.412,2023,SOFT,1.0,9.0,1
PER,5.412,2023,SOFT,41.0,17.0,1
PER,5.412,2023,SOFT,1.0,20.0,1
PER,5.412,2023,SOFT,18.0,19.0,1
ALO,5.412,2023,HARD,35.0,23.0,1
ALO,5.412,2023,SOFT,1.0,17.0,1
ALO,5.412,2023,HARD,15.0,20.0,1
LEC,5.412,2023,HARD,35.0,23.0,1
LEC,5.412,2023,SOFT,1.0,13.0,1
LEC,5.412,2023,HARD,14.0,20.0,1
STR,5.412,2023,SOFT,1.0,18.0,1
SAR,5.412,2023,HARD,31.0,27.0,1
SAR,5.412,2023,SOFT,1.0,12.0,1
SAR,5.412,2023,SOFT,13.0,18.0,1
MAG,5.412,2023,SOFT,41.0,16.0,1
MAG,5.412,2023,SOFT,30.0,11.0,1
DEV,5.412,2023,SOFT,41.0,16.0,1
DEV,5.412,2023,SOFT,1.0,11.0,1
TSU,5.412,2023,HARD,28.0,29.0,1
TSU,5.412,2023,SOFT,1.0,10.0,1
ALB,5.412,2023,SOFT,41.0,20.0,1
ALB,5.412,2023,SOFT,1.0,11.0,1
ALB,5.412,2023,SOFT,12.0,15.0,1
ZHO,5.412,2023,SOFT,41.0,17.0,1
ZHO,5.412,2023,SOFT,1.0,12.0,1
ZHO,5.412,2023,HARD,13.0,20.0,1
ZHO,5.412,2023,SOFT,33.0,25.0,1
HUL,5.412,2023,SOFT,1.0,14.0,1
OCO,5.412,2023,SOFT,41.0,19.0,1
OCO,5.412,2023,SOFT,1.0,15.0,1
OCO,5.412,2023,HARD,13.0,20.0,1
NOR,5.412,2023,SOFT,1.0,10.0,1
NOR,5.412,2023,SOFT,18.0,13.0,1
NOR,5.412,2023,SOFT,48.0,11.0,1
HAM,5.412,2023,SOFT,1.0,15.0,1
SAI,5.412,2023,HARD,31.0,27.0,1
SAI,5.412,2023,SOFT,1.0,16.0,1
RUS,5.412,2023,HARD,32.0,26.0,1
RUS,5.412,2023,SOFT,1.0,16.0,1
BOT,5.412,2023,HARD,32.0,26.0,1
BOT,5.412,2023,SOFT,1.0,11.0,1
PIA,5.412,2023,HARD,30.0,28.0,1
VER,6.174,2023,MEDIUM,1.0,18.0,1
GAS,6.174,2023,HARD,19.0,32.0,1
GAS,6.174,2023,MEDIUM,1.0,14.0,1
PER,6.174,2023,HARD,15.0,36.0,1
PER,6.174,2023,MEDIUM,1.0,18.0,1
ALO,6.174,2023,HARD,19.0,32.0,1
ALO,6.174,2023,MEDIUM,1.0,18.0,1
LEC,6.174,2023,HARD,19.0,33.0,1
LEC,6.174,2023,SOFT,1.0,16.0,1
STR,6.174,2023,HARD,17.0,34.0,1
STR,6.174,2023,MEDIUM,1.0,13.0,1
MAG,6.174,2023,MEDIUM,19.0,32.0,1
DEV,6.174,2023,HARD,9.0,42.0,1
DEV,6.174,2023,MEDIUM,1.0,17.0,1
TSU,6.174,2023,HARD,18.0,33.0,1
TSU,6.174,2023,MEDIUM,1.0,17.0,1
ALB,6.174,2023,HARD,18.0,33.0,1
ALB,6.174,2023,MEDIUM,1.0,17.0,1
HUL,6.174,2023,MEDIUM,19.0,32.0,1
OCO,6.174,2023,HARD,12.0,39.0,1
OCO,6.174,2023,MEDIUM,1.0,16.0,1
NOR,6.174,2023,HARD,17.0,34.0,1
HAM,6.174,2023,MEDIUM,20.0,31.0,1
SAI,6.174,2023,MEDIUM,19.0,32.0,1
SAI,6.174,2023,MEDIUM,1.0,15.0,1
RUS,6.174,2023,HARD,16.0,35.0,1
RUS,6.174,2023,MEDIUM,1.0,18.0,1
BOT,6.174,2023,HARD,19.0,32.0,1
BOT,6.174,2023,MEDIUM,18.0,18.0,1
PIA,6.174,2023,SOFT,36.0,14.0,1
VER,5.278,2023,HARD,9.0,47.0,1
GAS,5.278,2023,SOFT,1.0,8.0,1
GAS,5.278,2023,HARD,9.0,47.0,1
PER,5.278,2023,HARD,9.0,48.0,1
ALO,5.278,2023,HARD,9.0,47.0,1
STR,5.278,2023,HARD,9.0,47.0,1
SAR,5.278,2023,MEDIUM,9.0,28.0,1
SAR,5.278,2023,HARD,37.0,25.0,1
DEV,5.278,2023,HARD,8.0,46.0,1
DEV,5.278,2023,MEDIUM,9.0,37.0,1
DEV,5.278,2023,SOFT,46.0,9.0,1
TSU,5.278,2023,HARD,9.0,46.0,1
ALB,5.278,2023,SOFT,58.0,9.0,1
ZHO,5.278,2023,HARD,2.0,53.0,1
HUL,5.278,2023,HARD,9.0,47.0,1
OCO,5.278,2023,HARD,2.0,54.0,1
NOR,5.278,2023,HARD,9.0,47.0,1
HAM,5.278,2023,HARD,9.0,47.0,1
SAI,5.278,2023,HARD,8.0,48.0,1
BOT,5.278,2023,HARD,2.0,52.0,1
PIA,5.278,2023,HARD,9.0,46.0,1
GAS,6.003,2023,HARD,11.0,41.0,1
PER,6.003,2023,HARD,24.0,28.0,1
ALO,6.003,2023,HARD,12.0,40.0,1
LEC,6.003,2023,HARD,12.0,40.0,1
STR,6.003,2023,HARD,12.0,40.0,1
SAR,6.003,2023,HARD,12.0,43.0,1
MAG,6.003,2023,HARD,9.0,43.0,1
DEV,6.003,2023,HARD,11.0,41.0,1
ALB,6.003,2023,HARD,9.0,43.0,1
ZHO,6.003,2023,HARD,8.0,44.0,1
HUL,6.003,2023,HARD,12.0,25.0,1
HUL,6.003,2023,HARD,1.0,49.0,1
OCO,6.003,2023,HARD,1.0,50.0,1
HAM,6.003,2023,HARD,10.0,42.0,1
SAI,6.003,2023,HARD,10.0,42.0,1
RUS,6.003,2023,HARD,12.0,40.0,1
RUS,6.003,2023,HARD,12.0,38.0,1
BOT,6.003,2023,HARD,13.0,22.0,1
PIA,6.003,2023,MEDIUM,35.0,16.0,1
VER,5.412,2023,HARD,1.0,45.0,1
PER,5.412,2023,MEDIUM,46.0,12.0,1
PER,5.412,2023,MEDIUM,1.0,20.0,1
ALO,5.412,2023,HARD,21.0,37.0,1
ALO,5.412,2023,MEDIUM,1.0,25.0,1
RUS,5.412,2023,HARD,25.0,34.0,1
RUS,5.412,2023,MEDIUM,1.0,17.0,1
SAI,5.412,2023,HARD,18.0,40.0,1
SAI,5.412,2023,MEDIUM,1.0,18.0,1
HAM,5.412,2023,HARD,19.0,39.0,1
HAM,5.412,2023,HARD,1.0,37.0,1
LEC,5.412,2023,MEDIUM,38.0,20.0,1
LEC,5.412,2023,MEDIUM,1.0,17.0,1
GAS,5.412,2023,HARD,18.0,40.0,1
GAS,5.412,2023,MEDIUM,1.0,15.0,1
OCO,5.412,2023,HARD,16.0,42.0,1
OCO,5.412,2023,HARD,1.0,39.0,1
MAG,5.412,2023,MEDIUM,40.0,18.0,1
MAG,5.412,2023,MEDIUM,1.0,14.0,1
TSU,5.412,2023,HARD,15.0,43.0,1
TSU,5.412,2023,HARD,1.0,36.0,1
STR,5.412,2023,MEDIUM,37.0,21.0,1
STR,5.412,2023,HARD,1.0,43.0,1
BOT,5.412,2023,MEDIUM,43.0,16.0,1
BOT,5.412,2023,MEDIUM,1.0,15.0,1
ALB,5.412,2023,HARD,16.0,42.0,1
ALB,5.412,2023,MEDIUM,1.0,22.0,1
HUL,5.412,2023,HARD,23.0,35.0,1
HUL,5.412,2023,HARD,1.0,33.0,1
ZHO,5.412,2023,MEDIUM,34.0,24.0,1
ZHO,5.412,2023,HARD,1.0,31.0,1
NOR,5.412,2023,MEDIUM,32.0,26.0,1
DEV,5.412,2023,HARD,5.0,53.0,1
DEV,5.412,2023,MEDIUM,1.0,15.0,1
PIA,5.412,2023,HARD,16.0,42.0,1
SAR,5.412,2023,HARD,6.0,51.0,1
GAS,3.337,2023,HARD,1.0,47.0,1
PER,3.337,2023,HARD,2.0,33.0,1
PER,3.337,2023,MEDIUM,35.0,20.0,1
ALO,3.337,2023,HARD,1.0,55.0,1
LEC,3.337,2023,HARD,1.0,44.0,1
STR,3.337,2023,HARD,1.0,52.0,1
SAR,3.337,2023,MEDIUM,1.0,20.0,1
SAR,3.337,2023,SOFT,24.0,29.0,1
MAG,3.337,2023,HARD,1.0,56.0,1
ALB,3.337,2023,MEDIUM,1.0,18.0,1
ALB,3.337,2023,HARD,19.0,34.0,1
ZHO,3.337,2023,HARD,2.0,51.0,1
HUL,3.337,2023,HARD,2.0,53.0,1
OCO,3.337,2023,MEDIUM,1.0,32.0,1
OCO,3.337,2023,HARD,33.0,22.0,1
HAM,3.337,2023,MEDIUM,1.0,31.0,1
HAM,3.337,2023,HARD,32.0,23.0,1
SAI,3.337,2023,HARD,1.0,33.0,1
SAI,3.337,2023,MEDIUM,34.0,22.0,1
RUS,3.337,2023,HARD,1.0,54.0,1
BOT,3.337,2023,HARD,1.0,51.0,1
PIA,3.337,2023,HARD,1.0,54.0,1
VER,4.657,2023,MEDIUM,1.0,26.0,1
VER,4.657,2023,HARD,27.0,26.0,1
HAM,4.657,2023,SOFT,53.0,16.0,1
HAM,4.657,2023,SOFT,1.0,27.0,1
HAM,4.657,2023,MEDIUM,25.0,26.0,1
RUS,4.657,2023,SOFT,51.0,19.0,1
RUS,4.657,2023,SOFT,1.0,25.0,1
RUS,4.657,2023,MEDIUM,26.0,20.0,1
PER,4.657,2023,SOFT,46.0,24.0,1
PER,4.657,2023,MEDIUM,1.0,27.0,1
PER,4.657,2023,HARD,28.0,23.0,1
SAI,4.657,2023,SOFT,51.0,16.0,1
SAI,4.657,2023,SOFT,1.0,18.0,1
SAI,4.657,2023,MEDIUM,16.0,26.0,1
STR,4.657,2023,HARD,42.0,25.0,1
STR,4.657,2023,SOFT,1.0,17.0,1
STR,4.657,2023,SOFT,15.0,23.0,1
ALO,4.657,2023,HARD,35.0,32.0,1
ALO,4.657,2023,SOFT,1.0,22.0,1
ALO,4.657,2023,SOFT,20.0,28.0,1
OCO,4.657,2023,HARD,45.0,22.0,1
OCO,4.657,2023,SOFT,1.0,16.0,1
OCO,4.657,2023,MEDIUM,14.0,22.0,1
ZHO,4.657,2023,HARD,36.0,31.0,1
ZHO,4.657,2023,SOFT,1.0,9.0,1
ZHO,4.657,2023,HARD,10.0,27.0,1
GAS,4.657,2023,HARD,37.0,30.0,1
GAS,4.657,2023,SOFT,1.0,22.0,1
GAS,4.657,2023,MEDIUM,20.0,20.0,1
LEC,4.657,2023,HARD,40.0,27.0,1
TSU,4.657,2023,HARD,17.0,50.0,1
TSU,4.657,2023,SOFT,1.0,10.0,1
TSU,4.657,2023,HARD,11.0,24.0,1
PIA,4.657,2023,MEDIUM,35.0,32.0,1
PIA,4.657,2023,SOFT,1.0,19.0,1
PIA,4.657,2023,HARD,18.0,22.0,1
DEV,4.657,2023,MEDIUM,40.0,26.0,1
DEV,4.657,2023,SOFT,1.0,9.0,1
DEV,4.657,2023,HARD,10.0,29.0,1
HUL,4.657,2023,MEDIUM,39.0,27.0,1
HUL,4.657,2023,SOFT,1.0,11.0,1
HUL,4.657,2023,MEDIUM,9.0,18.0,1
ALB,4.657,2023,MEDIUM,44.0,22.0,1
ALB,4.657,2023,SOFT,1.0,16.0,1
ALB,4.657,2023,HARD,17.0,21.0,1
